network_id,fecha,hora,billed,provider,segments,segment_number,is_unicode,failed,excluded,reason,total_characters,message_type,alias_provider,cuenta
,2026-07-21,18,false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RTHROTTLED,150,sms,ROBOCOM_SMS,6
,2026-07-21,18,false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RTHROTTLED,151,sms,ROBOCOM_SMS,6
,2026-07-21,18,false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RTHROTTLED,152,sms,ROBOCOM_SMS,8
,2026-07-21,18,false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RTHROTTLED,153,sms,ROBOCOM_SMS,6
,2026-07-21,18,false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RTHROTTLED,154,sms,ROBOCOM_SMS,5
,2026-07-21,18,false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RTHROTTLED,155,sms,ROBOCOM_SMS,12
,2026-07-21,18,false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RTHROTTLED,156,sms,ROBOCOM_SMS,35
,2026-07-21,18,false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RTHROTTLED,157,sms,ROBOCOM_SMS,39
,2026-07-21,18,false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RTHROTTLED,158,sms,ROBOCOM_SMS,36
,2026-07-21,18,false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RTHROTTLED,159,sms,ROBOCOM_SMS,41
,2026-07-21,18,false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RTHROTTLED,160,sms,ROBOCOM_SMS,22
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,1,false,true,false,ESME_RSUBMITFAIL,153,sms,ROBOCOM_SMS,187
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,1,false,true,false,ESME_RTHROTTLED,153,sms,ROBOCOM_SMS,62
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,8,sms,ROBOCOM_SMS,6
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,9,sms,ROBOCOM_SMS,3
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,10,sms,ROBOCOM_SMS,3
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,11,sms,ROBOCOM_SMS,4
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,12,sms,ROBOCOM_SMS,4
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,13,sms,ROBOCOM_SMS,4
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,14,sms,ROBOCOM_SMS,3
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,15,sms,ROBOCOM_SMS,3
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,16,sms,ROBOCOM_SMS,8
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,17,sms,ROBOCOM_SMS,5
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,18,sms,ROBOCOM_SMS,5
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,19,sms,ROBOCOM_SMS,4
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,20,sms,ROBOCOM_SMS,3
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,21,sms,ROBOCOM_SMS,1
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,23,sms,ROBOCOM_SMS,3
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,24,sms,ROBOCOM_SMS,2
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,25,sms,ROBOCOM_SMS,3
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,26,sms,ROBOCOM_SMS,1
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,41,sms,ROBOCOM_SMS,1
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,52,sms,ROBOCOM_SMS,1
,2026-07-21,18,false,ROBOCOM-MOVISTAR,2,2,false,true,false,ESME_RTHROTTLED,53,sms,ROBOCOM_SMS,1
,2026-07-21,18,false,alestra,1,0,false,true,false,ESME_RINVSRCADR,128,sms,,1
,2026-07-21,18,false,alestra,1,0,false,true,false,ESME_RINVSRCADR,134,sms,,1
,2026-07-21,18,false,alestra,1,0,false,true,false,ESME_RINVSRCADR,137,sms,,1
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,4,flash,rob2tel,1
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,10,sms,rob2tel,1
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,37,sms,rob2tel,2
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,63,sms,rob2tel,29
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,77,sms,rob2tel,1
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,87,flash,rob2tel,24
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,88,flash,rob2tel,13
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,89,flash,rob2tel,9
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,90,flash,rob2tel,88
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,91,flash,rob2tel,80
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,92,flash,rob2tel,1
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,94,flash,rob2tel,3
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,94,sms,rob2tel,1
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,104,flash,rob2tel,51
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,105,flash,rob2tel,4
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,106,flash,rob2tel,85
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,107,flash,rob2tel,95
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,107,sms,rob2tel,11
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,108,flash,rob2tel,574
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,108,sms,rob2tel,1
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,109,flash,rob2tel,170
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,109,sms,rob2tel,4
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,110,flash,rob2tel,184
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,111,flash,rob2tel,7
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,112,flash,rob2tel,61
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,113,flash,rob2tel,32
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,114,sms,rob2tel,283
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,115,sms,rob2tel,33
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,118,sms,rob2tel,1
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,120,flash,rob2tel,2
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,120,sms,rob2tel,3
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,121,flash,rob2tel,69
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,121,sms,rob2tel,1
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,122,flash,rob2tel,86
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,122,sms,rob2tel,29
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,123,flash,rob2tel,22
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,123,sms,rob2tel,10
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,124,flash,rob2tel,191
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,124,sms,rob2tel,6
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,125,flash,rob2tel,322
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,125,sms,rob2tel,77
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,126,flash,rob2tel,47
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,126,sms,rob2tel,16
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,127,flash,rob2tel,7
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,127,sms,rob2tel,11
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,128,flash,rob2tel,9
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,128,sms,rob2tel,13
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,129,flash,rob2tel,21
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,129,sms,rob2tel,18
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,130,flash,rob2tel,36
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,130,sms,rob2tel,33
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,131,flash,rob2tel,59
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,131,sms,rob2tel,24
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,132,flash,rob2tel,104
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,132,sms,rob2tel,25
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,133,flash,rob2tel,266
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,133,sms,rob2tel,36
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,134,flash,rob2tel,243
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,134,sms,rob2tel,27
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,135,flash,rob2tel,237
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,135,sms,rob2tel,33
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,136,flash,rob2tel,258
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,136,sms,rob2tel,28
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,137,flash,rob2tel,345
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,137,sms,rob2tel,12
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,138,flash,rob2tel,257
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,138,sms,rob2tel,7
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,139,flash,rob2tel,184
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,139,sms,rob2tel,14
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,140,flash,rob2tel,727
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,140,sms,rob2tel,80
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,141,flash,rob2tel,234
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,141,sms,rob2tel,60
,2026-07-21,18,true,GW_ROBOT_TELCEL_2,1,0,false,false,false,,142,flash,rob2tel,214
