"network_id","fecha","hora","billed","provider","segments","segment_number","is_unicode","failed","excluded","reason","total_characters","message_type","alias_provider","cuenta"
"","2026-08-17","01",false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RSUBMITFAIL,109,sms,ROBOCOM_SMS,1
"","2026-08-17","01",false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RSUBMITFAIL,124,sms,ROBOCOM_SMS,2
"","2026-08-17","01",false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RSUBMITFAIL,125,sms,ROBOCOM_SMS,1
"","2026-08-17","01",false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RSUBMITFAIL,126,sms,ROBOCOM_SMS,1
"","2026-08-17","01",false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RSUBMITFAIL,154,sms,ROBOCOM_SMS,2
"","2026-08-17","01",false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RSUBMITFAIL,155,flash,ROBOCOM_SMS,3
"","2026-08-17","01",false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RSUBMITFAIL,156,flash,ROBOCOM_SMS,11
"","2026-08-17","01",false,ROBOCOM-MOVISTAR,1,0,false,true,false,ESME_RSUBMITFAIL,157,flash,ROBOCOM_SMS,2
"","2026-08-17","01",false,ROBOCOM-MOVISTAR,2,1,false,true,false,ESME_RSUBMITFAIL,153,sms,ROBOCOM_SMS,1
"","2026-08-17","01",false,WOM-OTP-COLOMBIA-MED,1,0,false,true,false,ESME_RINVDSTADR,122,sms,wom_sms,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",14,sms,rob2tel,2
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",15,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",16,sms,rob2tel,54
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",20,sms,rob2tel,2
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",33,sms,rob2tel,3
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",37,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",38,sms,rob2tel,2
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",46,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",59,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",60,sms,rob2tel,3
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",70,sms,rob2tel,2
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",71,sms,rob2tel,2
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",78,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",102,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",120,sms,rob2tel,44
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",123,sms,rob2tel,3
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",124,sms,rob2tel,383
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",127,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",128,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",130,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",134,sms,rob2tel,3
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",136,sms,rob2tel,3
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",137,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",138,sms,rob2tel,2
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",139,flash,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",139,sms,rob2tel,6
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",140,flash,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",140,sms,rob2tel,559
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",141,flash,rob2tel,158
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",141,sms,rob2tel,6286
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",142,flash,rob2tel,447
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",142,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",143,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",146,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",148,sms,rob2tel,2
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",149,sms,rob2tel,953
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",152,sms,rob2tel,2
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",154,sms,rob2tel,12
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",155,flash,rob2tel,11
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",156,flash,rob2tel,10
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",156,sms,rob2tel,2
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",157,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,1,0,false,false,false,"",158,sms,rob2tel,2365
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,2,1,false,false,false,"",67,sms,rob2tel,32
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,2,1,false,false,false,"",153,sms,rob2tel,14
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,2,2,false,false,false,"",5,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,2,2,false,false,false,"",49,sms,rob2tel,7
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,2,2,false,false,false,"",59,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,2,2,false,false,false,"",62,sms,rob2tel,29
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,2,2,false,false,false,"",101,sms,rob2tel,2
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,2,2,false,false,false,"",102,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,2,2,false,false,false,"",104,sms,rob2tel,4
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,2,2,false,false,false,"",105,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,2,2,false,false,false,"",108,sms,rob2tel,1
"","2026-08-17","01",true,GW_ROBOT_TELCEL_1,3,1,false,false,false,"",67,sms,rob2tel,4
